OID,FID_1,ID,NAME,ADDRESS,CITY,STATE,ZIP,ZIP4,TELEPHONE,TYPE,STATUS,POPULATION,COUNTY,COUNTYFIPS,COUNTRY,LATITUDE,LONGITUDE,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,WEBSITE,STATE_ID,ALT_NAME,ST_FIPS,OWNER,TTL_STAFF,BEDS,TRAUMA,HELIPAD
-1,11,0030696101,MODOC MEDICAL CENTER,228 MC DOWELL STREET,ALTURAS,CA,96101,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,87,MODOC,06049,USA,41.480056255000079,-120.545743986999980,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,2019/8/2 0:00:00,IMAGERY/OTHER,2014/2/10 0:00:00,http://www.modocmedicalcenter.org,NOT AVAILABLE,NOT AVAILABLE,06,GOVERNMENT - LOCAL,-999,87.000000000000000,NOT AVAILABLE,Y
-1,12,0038593901,SALINAS VALLEY MEMORIAL HOSPITAL,450 EAST ROMIE LANE,SALINAS,CA,93901,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,269,MONTEREY,06053,USA,36.659030456000039,-121.645983803999968,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,2019/8/2 0:00:00,IMAGERY/OTHER,2014/2/10 0:00:00,http://www.svmh.com,NOT AVAILABLE,NOT AVAILABLE,06,GOVERNMENT - DISTRICT/AUTHORITY,-999,269.000000000000000,NOT AVAILABLE,N
-1,13,0012678414,CORPUS CHRISTI SPECIALTY HOSPITAL,1310 THIRD STREET,CORPUS CHRISTI,TX,78414,NOT AVAILABLE,(361) 888-4323,GENERAL ACUTE CARE,CLOSED,189,NUECES,48355,USA,27.778510168000025,-97.396208312999988,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.dshs.state.tx.us/chs/hosp/hosp2.shtm,2014/9/23 0:00:00,IMAGERY/OTHER,2020/5/8 0:00:00,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,48,PROPRIETARY,-999,189.000000000000000,NOT AVAILABLE,Y
-1,14,0015992866,HEALTHBRIDGE CHILDREN'S HOSPITAL-ORANGE,393 S. TUSTIN STREET,ORANGE,CA,92866,NOT AVAILABLE,NOT AVAILABLE,CHILDREN,OPEN,27,ORANGE,06059,USA,33.782727173000069,-117.833891864999941,622110,"CHILDREN'S HOSPITALS, GENERAL",http://www.oshpd.ca.gov/hid/facility-listing.html,2019/8/2 0:00:00,IMAGERY/OTHER,2014/2/10 0:00:00,http://www.healthbridgeorange.com,NOT AVAILABLE,NOT AVAILABLE,06,PROPRIETARY,-999,27.000000000000000,NOT AVAILABLE,N
-1,15,0016192680,HEALTHSOUTH TUSTIN REHABILITATION HOSPITAL,14851 YORBA STREET,TUSTIN,CA,92680,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,48,ORANGE,06059,USA,33.747460740000065,-117.831055630999970,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,2019/8/2 0:00:00,IMAGERY/OTHER,2014/2/10 0:00:00,http://www.tustinrehab.com,NOT AVAILABLE,NOT AVAILABLE,06,PROPRIETARY,-999,48.000000000000000,NOT AVAILABLE,N
-1,16,0023792621,KINDRED HOSPITAL BREA,875 NORTH BREA BOULEVARD,BREA,CA,92621,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,86,ORANGE,06059,USA,33.934495886000036,-117.893948791999946,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,2019/8/2 0:00:00,IMAGERY/OTHER,2014/2/10 0:00:00,http://www.kindredhospitalbrea.com/,NOT AVAILABLE,NOT AVAILABLE,06,PROPRIETARY,-999,86.000000000000000,NOT AVAILABLE,N
-1,17,0024392683,KINDRED HOSPITAL WESTMINSTER,200 HOSPITAL CIRCLE,WESTMINSTER,CA,92683,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,109,ORANGE,06059,USA,33.763533209000059,-117.995255962999977,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,2019/8/2 0:00:00,IMAGERY/OTHER,2014/2/10 0:00:00,http://www.khwestminster.com/,NOT AVAILABLE,NOT AVAILABLE,06,PROPRIETARY,-999,109.000000000000000,NOT AVAILABLE,N
-1,18,0022093277,KAWEAH DELTA MENTAL HEALTH HOSPITAL D/P APH,1100 SO. AKERS STREET,VISALIA,CA,93277,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,63,TULARE,06107,USA,36.320843946000025,-119.348234527999978,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,2019/8/2 0:00:00,IMAGERY/OTHER,2014/2/10 0:00:00,http://www.kaweahdelta.org,NOT AVAILABLE,NOT AVAILABLE,06,GOVERNMENT - DISTRICT/AUTHORITY,-999,63.000000000000000,NOT AVAILABLE,N
-1,19,0001931537,CHARLTON MEMORIAL HOSPITAL,2449 THIRD STREET,FOLKSTON,GA,31537,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,CLOSED,-999,CHARLTON,13049,USA,30.845275348000030,-82.005057391999969,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://167.193.144.247/,2012/11/24 0:00:00,IMAGERY/OTHER,2014/2/10 0:00:00,http://www.southcoast.org/charlton/,14,NOT AVAILABLE,13,GOVERNMENT - DISTRICT/AUTHORITY,-999,-999.000000000000000,NOT AVAILABLE,Y
-1,20,0005870563,DAUTERIVE HOSPITAL,600 N LEWIS AVE.,NEW IBERIA,LA,70563,NOT AVAILABLE,(337) 365-7311,GENERAL ACUTE CARE,OPEN,103,IBERIA,22045,USA,30.006906977000028,-91.794523852999987,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://new.dhh.louisiana.gov/index.cfm/directory/category/169,2019/8/16 0:00:00,IMAGERY/OTHER,2014/2/10 0:00:00,http://www.dauterivehospital.com,NOT AVAILABLE,NOT AVAILABLE,22,PROPRIETARY,-999,103.000000000000000,NOT AVAILABLE,Y
-1,21,0013177954,CROCKETT MEDICAL CENTER,1100 EAST LOOP 304,CROCKETT,TX,77954,NOT AVAILABLE,(936( 546-3891,GENERAL ACUTE CARE,OPEN,25,HOUSTON,48225,USA,31.323603640000044,-95.438899305999939,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://hhs.texas.gov/doing-business-hhs/provider-portals/health-care-facilities-regulation,2019/9/3 0:00:00,IMAGERY/OTHER,2020/5/8 0:00:00,http://crockettmedicalcenter.com/,NOT AVAILABLE,EAST TEXAS MEDICAL CENTER - CROCKETT,48,NON-PROFIT,-999,25.000000000000000,NOT AVAILABLE,Y
-1,22,0004671360,CENTRAL LOUISIANA STATE HOSPITAL,242 W SHAMROCK AVE,PINEVILLE,LA,71360,NOT AVAILABLE,(318) 484-6200,PSYCHIATRIC,OPEN,128,RAPIDES,22079,USA,31.327378942000053,-92.440135112999940,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,http://new.dhh.louisiana.gov/index.cfm/directory/category/169,2019/8/16 0:00:00,IMAGERY/OTHER,2014/2/10 0:00:00,http://www.dhh.la.gov/omh/inpatient-serv/clsh.htm,NOT AVAILABLE,NOT AVAILABLE,22,GOVERNMENT - STATE,-999,128.000000000000000,NOT AVAILABLE,N
-1,23,0015671222,REEVES MEMORIAL MEDICAL CENTER,409 1ST ST,BERNICE,LA,71222,NOT AVAILABLE,(318) 285-9066,GENERAL ACUTE CARE,OPEN,11,UNION,22111,USA,32.823991670000055,-92.656648680999979,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://new.dhh.louisiana.gov/index.cfm/directory/category/169,2019/8/16 0:00:00,IMAGERY/OTHER,2013/10/8 0:00:00,http://reevesmemorial.com/,NOT AVAILABLE,NOT AVAILABLE,22,GOVERNMENT - DISTRICT/AUTHORITY,-999,11.000000000000000,NOT AVAILABLE,Y
-1,24,0016971241,SERENITY SPRINGS SPECIALTY HOSPITAL,309 N MAIN ST,FARMERVILLE,LA,71241,NOT AVAILABLE,(318) 202-3860,PSYCHIATRIC,OPEN,18,UNION,22111,USA,32.776127934000044,-92.405625847999943,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,http://new.dhh.louisiana.gov/index.cfm/directory/category/169,2019/8/16 0:00:00,IMAGERY/OTHER,2017/12/15 0:00:00,http://www.serenityhospital.com,NOT AVAILABLE,NOT AVAILABLE,22,PROPRIETARY,-999,18.000000000000000,NOT AVAILABLE,N
-1,25,0015371373,RIVERBRIDGE SPECIALTY HOSPITAL,209 FRONT ST.,VIDALIA,LA,71373,NOT AVAILABLE,(800) 269-8034,LONG TERM CARE,OPEN,40,CONCORDIA,22029,USA,31.561174863000076,-91.426066982999942,622310,SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS,http://new.dhh.louisiana.gov/index.cfm/directory/category/169,2019/8/16 0:00:00,IMAGERY/OTHER,2014/2/10 0:00:00,http://www.promise-misslou.com,NOT AVAILABLE,NOT AVAILABLE,22,PROPRIETARY,-999,40.000000000000000,NOT AVAILABLE,N
-1,26,0005371418,CITIZENS MEDICAL CENTER,7939 HIGHWAY 165,COLUMBIA,LA,71418,NOT AVAILABLE,(318) 649-6106,GENERAL ACUTE CARE,OPEN,40,CALDWELL,22021,USA,32.060039951000078,-92.099137668999958,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://new.dhh.louisiana.gov/index.cfm/directory/category/169,2019/8/16 0:00:00,IMAGERY/OTHER,2014/2/11 0:00:00,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,22,GOVERNMENT - DISTRICT/AUTHORITY,-999,40.000000000000000,NOT AVAILABLE,N
-1,27,0022830662,BROWN MEMORIAL CONVALESCENT CENTER,545 COOK STREET,ROYSTON,GA,30662,NOT AVAILABLE,(706) 245-1900,LONG TERM CARE,CLOSED,144,FRANKLIN,13119,USA,34.283250365000072,-83.118972364999991,622310,"EXTENDED CARE HOSPITALS (EXCEPT MENTAL, SUBSTANCE ABUSE)",http://167.193.144.247/,2012/11/24 0:00:00,IMAGERY/OTHER,2014/2/10 0:00:00,http://tycobbhealthcare.com/programsservices/longtermcare/brownmemorialconvalescentcenter.aspx,NOT AVAILABLE,NOT AVAILABLE,13,PROPRIETARY,-999,144.000000000000000,NOT AVAILABLE,N
-1,28,0070990806,COLLEGE MEDICAL CENTER,2776 PACIFIC AVENUE,LONG BEACH,CA,90806,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,121,LOS ANGELES,06037,USA,33.807092870000076,-118.193389928999977,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,2019/8/2 0:00:00,IMAGERY/OTHER,2015/1/13 0:00:00,http://www.collegemedicalcenter.com,NOT AVAILABLE,PACIFIC HOSPITAL OF LONG BEACH,06,PROPRIETARY,-999,121.000000000000000,NOT AVAILABLE,N
-1,29,0071794577,KAISER FOUNDATION HOSPITAL - SAN LEANDRO,2500 MERCED STREET,SAN LEANDRO,CA,94577,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,216,ALAMEDA,06001,USA,37.706406198000025,-122.164654517999963,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,2019/8/2 0:00:00,IMAGERY/OTHER,2015/1/14 0:00:00,http://www.kaiserpermanente.org,NOT AVAILABLE,NOT AVAILABLE,06,NOT AVAILABLE,-999,216.000000000000000,NOT AVAILABLE,N
-1,30,0072590723,KINDRED HOSPITAL PARAMOUNT,16453 SOUTH COLORADO AVENUE,PARAMOUNT,CA,90723,NOT AVAILABLE,NOT AVAILABLE,LONG TERM CARE,OPEN,177,LOS ANGELES,06037,USA,33.884631861000059,-118.162267065999970,622310,SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,2019/8/2 0:00:00,IMAGERY/OTHER,2015/1/14 0:00:00,http://www.promiseeastla.com/,NOT AVAILABLE,NOT AVAILABLE,06,PROPRIETARY,-999,177.000000000000000,NOT AVAILABLE,N
-1,31,0073790650,DEPARTMENT OF STATE HOSPITAL-METROPOLITAN,11401 BLOOMFIELD AVENUE,NORWALK,CA,90650,NOT AVAILABLE,(562) 863-7011,PSYCHIATRIC,OPEN,1265,LOS ANGELES,06037,USA,33.928031349000037,-118.067989671999953,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,2019/8/2 0:00:00,IMAGERY/OTHER,2015/1/16 0:00:00,http://www.dsh.ca.gov/metropolitan/default.asp,NOT AVAILABLE,NOT AVAILABLE,06,GOVERNMENT - STATE,-999,1265.000000000000000,NOT AVAILABLE,N
-1,32,0196162274,PINCKNEYVILLE COMMUNITY HOSPITAL,5383 STATE ROUTE 154,PINCKNEYVILLE,IL,62274,NOT AVAILABLE,(618) 357-2187,CRITICAL ACCESS,OPEN,-999,PERRY,17145,USA,38.084846000000027,-89.349107999999944,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.illinois.gov/dataset/410idph_hospital_directory,2019/9/19 0:00:00,IMAGERY/OTHER,2020/5/7 0:00:00,http://www.pvillehosp.org/,NOT AVAILABLE,NOT AVAILABLE,17,GOVERNMENT - LOCAL,-999,17.000000000000000,NOT AVAILABLE,Y
-1,33,0085531419,ST JOSEPH'S HOSPITAL - SAVANNAH,11705 MERCY BOULEVARD,SAVANNAH,GA,31419,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,-999,CHATHAM,13051,USA,31.985430321000024,-81.154556368999977,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.gamap2care.info/,2019/8/9 0:00:00,IMAGERY/OTHER,2015/3/5 0:00:00,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,13,NON-PROFIT,-999,294.000000000000000,NOT AVAILABLE,Y
-1,34,0086630165,KINDRED HOSPITAL ROME,320 TURNER MCCALL BOULEVARD,ROME,GA,30165,NOT AVAILABLE,NOT AVAILABLE,LONG TERM CARE,OPEN,45,FLOYD,13115,USA,34.259713445000045,-85.180239631999939,622310,SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS,http://www.gamap2care.info/,2019/8/9 0:00:00,IMAGERY/OTHER,2015/3/5 0:00:00,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,13,NOT AVAILABLE,-999,45.000000000000000,NOT AVAILABLE,N
-1,35,0087130286,UPSON REGIONAL MEDICAL CENTER,801 W GORDON STREET,THOMASTON,GA,30286,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,115,UPSON,13293,USA,32.886297701000046,-84.336506987999940,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.gamap2care.info/,2019/8/9 0:00:00,IMAGERY/OTHER,2015/3/5 0:00:00,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,13,NOT AVAILABLE,-999,115.000000000000000,NOT AVAILABLE,N
-1,36,0087531719,PHOEBE SUMTER MEDICAL CENTER,126 HIGHWAY 280 W,AMERICUS,GA,31719,NOT AVAILABLE,(229) 924-6011,GENERAL ACUTE CARE,OPEN,76,SUMTER,13261,USA,32.066962338000053,-84.256050199999947,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.gamap2care.info/,2019/8/9 0:00:00,IMAGERY/OTHER,2015/3/9 0:00:00,http://www.phoebeputney.com/phoebecontentpage.aspx?nd=1479,NOT AVAILABLE,NOT AVAILABLE,13,NOT AVAILABLE,-999,76.000000000000000,NOT AVAILABLE,Y
-1,37,0087931830,ROOSEVELT WARM SPRINGS LTAC HOSPITAL,6135 ROOSEVELT HIGHWAY,WARM SPRINGS,GA,31830,NOT AVAILABLE,(404) 655-5011,LONG TERM CARE,OPEN,32,MERIWETHER,13199,USA,32.887980741000035,-84.692344899999966,622310,SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS,http://www.gamap2care.info/,2019/8/9 0:00:00,IMAGERY/OTHER,2015/3/9 0:00:00,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,13,NOT AVAILABLE,-999,32.000000000000000,NOT AVAILABLE,N
-1,38,0090030265,SOUTHEASTERN REGIONAL MEDICAL CENTER,600 CELEBRATE LIFE PKWY,NEWNAN,GA,30265,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,25,COWETA,13077,USA,33.384834646000058,-84.757746691999955,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.gamap2care.info/,2019/8/9 0:00:00,IMAGERY/OTHER,2015/3/9 0:00:00,http://www.cancercenter.com/southeastern/,NOT AVAILABLE,NOT AVAILABLE,13,PROPRIETARY,-999,50.000000000000000,NOT AVAILABLE,N
-1,39,0196500984,DOCTORS CENTER HOSPITAL SANFERNANDO DE CAROLINA,"CALLE FERNANDEZ JUNCOS, EDIFICIO JESUS T. PINEIRO",CAROLINA,PR,00984,NOT AVAILABLE,(787) 621-3322,GENERAL ACUTE CARE,OPEN,-999,METRO,72031,PRI,18.380443000000071,-65.955789999999979,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.salud.gov.pr/servicios-al-ciudadano/pages/directorio-de-hospitales-publicos-y-privados.aspx,2019/8/9 0:00:00,IMAGERY/OTHER,2020/5/7 0:00:00,https://www.tuhospitalfamiliar.com/,NOT AVAILABLE,NOT AVAILABLE,72,NOT AVAILABLE,-999,988.000000000000000,NOT AVAILABLE,N
-1,40,0002054311,BROWN CTY COMMUNITY TREATMENT CENTER,3150 GERSHWIN DRIVE,GREEN BAY,WI,54311,NOT AVAILABLE,(920) 391-4700,PSYCHIATRIC,OPEN,16,BROWN,55009,USA,44.522712261000038,-87.924827083999958,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,https://www.dhs.wisconsin.gov/guide/hospital.htm,2019/8/13 0:00:00,IMAGERY/OTHER,2020/5/5 0:00:00,http://www.co.brown.wi.us/,213,NOT AVAILABLE,55,GOVERNMENT - LOCAL,-999,16.000000000000000,NOT AVAILABLE,N
-1,41,0151253226,WHEATON FRANCISCAN WI HEART SPINE AND ORTHO,10000 WEST BLUEMOUND ROAD,WAUWATOSA,WI,53226,NOT AVAILABLE,(414) 778-7800,GENERAL ACUTE CARE,OPEN,40,MILWAUKEE,55079,USA,43.035812152000062,-88.037265822999984,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.dhs.wisconsin.gov/guide/hospital.htm,2019/8/13 0:00:00,IMAGERY/OTHER,2015/3/27 0:00:00,NOT AVAILABLE,NOT AVAILABLE,WISCONSIN HEART HOSPITAL,55,NOT AVAILABLE,-999,40.000000000000000,NOT AVAILABLE,N
-1,42,0196600956,HOSPITAL PSIQUIATRICO DE NINOS YADOLESCENTES,"AVE LAUREL 100, URB. SANTA JUANITA",BAYAMON,PR,00956,NOT AVAILABLE,(787) 786-7373,PSYCHIATRIC,OPEN,-999,BAYAMON,72021,PRI,18.367655661000072,-66.154391258999965,622210,"CHILDREN'S HOSPITALS, PSYCHIATRIC OR SUBSTANCE ABUSE",http://www.salud.gov.pr/servicios-al-ciudadano/pages/directorio-de-hospitales-publicos-y-privados.aspx,2019/8/9 0:00:00,IMAGERY/OTHER,2020/5/7 0:00:00,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,72,NOT AVAILABLE,-999,-999.000000000000000,NOT AVAILABLE,N
-1,43,0159171301,COMPASS BEHAVIORAL CENTER OF ALEXANDRIA,6410 MASONIC DRIVE,ALEXANDRIA,LA,71301,NOT AVAILABLE,(318) 473-0035,GENERAL ACUTE CARE,OPEN,-999,RAPIDES,22079,USA,31.252191558000050,-92.481987813999979,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://new.dhh.louisiana.gov/index.cfm/directory/category/169,2019/8/16 0:00:00,IMAGERY/OTHER,2015/5/30 0:00:00,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,22,NOT AVAILABLE,-999,18.000000000000000,NOT AVAILABLE,N
